Year,FSM,VR1 Band,VR Band of Student,Ethnic group of student,School denomination,Exam Score
3,38,27,3,7,2,22
3,38,27,2,1,2,23
3,38,27,1,1,2,9
3,38,27,3,1,2,23
3,38,27,2,1,2,55
3,38,27,1,1,2,5
3,38,27,3,2,2,32
3,38,27,3,1,2,21
3,38,27,2,1,2,26
3,38,27,3,11,2,8
3,38,27,2,1,2,29
3,38,27,3,9,2,44
3,38,27,2,1,2,3
3,38,27,3,5,2,19
3,38,27,2,1,2,20
3,38,27,3,1,2,37
3,38,27,2,1,2,25
3,38,27,3,5,2,29
3,38,27,3,1,2,31
3,38,27,1,1,2,5
3,38,27,1,1,2,4
3,38,27,3,5,2,22
3,38,27,3,5,2,21
3,38,27,2,1,2,32
3,38,27,2,1,2,43
3,38,27,2,1,2,28
3,38,27,3,9,2,30
3,38,27,2,1,2,24
3,38,27,3,1,2,13
3,38,27,2,1,2,29
3,38,27,1,1,2,13
3,38,27,2,1,2,49
3,38,27,2,1,2,25
3,38,27,3,7,2,25
3,38,27,3,1,2,11
3,38,27,3,1,2,19
3,38,27,1,1,2,14
3,38,27,3,1,2,11
3,38,27,2,1,2,34
3,38,27,3,9,2,34
3,38,27,3,1,2,32
3,38,27,2,1,2,41
3,38,27,2,1,2,26
3,38,27,3,1,2,37
3,38,27,3,1,2,41
3,38,27,1,1,2,8
3,38,27,2,1,2,36
3,38,27,3,1,2,33
3,38,27,3,5,2,20
3,38,27,3,1,2,16
1,33,22,1,1,3,7
1,33,22,3,1,3,19
1,33,22,2,11,3,22
1,33,22,2,11,3,41
1,33,22,1,1,3,12
1,33,22,3,1,3,8
1,33,22,3,1,3,1
1,33,22,3,11,3,17
1,33,22,3,11,3,11
1,33,22,1,1,3,7
1,33,22,1,1,3,21
1,33,22,2,1,3,35
1,33,22,3,1,3,18
1,33,22,1,1,3,2
1,33,22,2,5,3,15
1,33,22,2,1,3,26
1,33,22,3,1,3,38
1,33,22,2,1,3,33
1,33,22,3,1,3,10
1,33,22,3,5,3,23
1,33,22,2,7,3,43
1,33,22,2,1,3,37
1,33,22,3,1,3,17
1,33,22,3,1,3,25
1,33,22,3,1,3,21
1,33,22,3,1,3,25
1,33,22,3,6,3,28
1,33,22,3,11,3,32
1,33,22,3,1,3,12
1,33,22,2,1,3,41
1,33,22,1,5,3,25
1,33,22,3,5,3,33
1,33,22,3,7,3,15
1,33,22,1,1,3,24
1,33,22,3,1,3,35
1,33,22,3,1,3,16
1,33,22,3,1,3,28
1,33,22,1,1,3,18
1,33,22,3,5,3,27
1,33,22,3,1,3,18
1,33,22,3,1,3,25
1,33,22,3,1,3,13
1,33,22,1,1,3,19
1,33,22,1,1,3,11
1,33,22,3,1,3,21
1,33,22,2,11,3,43
1,33,22,1,5,3,19
1,33,22,3,1,3,8
1,33,22,3,1,3,42
2,38,16,2,1,3,28
2,38,16,3,1,3,36
2,38,16,1,1,3,6
2,38,16,3,1,3,17
2,38,16,3,5,3,2
2,38,16,3,1,3,34
2,38,16,3,5,3,18
2,38,16,3,6,3,42
2,38,16,3,1,3,30
2,38,16,1,5,3,7
2,38,16,3,1,3,3
2,38,16,3,1,3,3
2,38,16,3,1,3,10
2,38,16,3,9,3,16
2,38,16,1,1,3,2
2,38,16,3,1,3,45
2,38,16,3,1,3,20
2,38,16,2,7,3,49
2,38,16,3,11,3,21
2,38,16,3,5,3,30
2,38,16,2,1,3,41
2,38,16,2,5,3,14
2,38,16,3,1,3,15
2,38,16,2,5,3,48
2,38,16,3,11,3,20
2,38,16,3,11,3,17
2,38,16,3,1,3,21
2,38,16,2,1,3,41
2,38,16,1,1,3,9
2,38,16,1,5,3,5
2,38,16,3,6,3,17
2,38,16,1,1,3,7
2,38,16,3,1,3,33
2,38,16,2,1,3,41
2,38,16,2,1,3,26
2,38,16,3,1,3,32
2,38,16,3,5,3,7
2,38,16,3,1,3,15
2,38,16,3,1,3,20
3,38,22,3,11,3,33
3,38,22,3,1,3,3
3,38,22,2,1,3,57
3,38,22,3,2,3,51
3,38,22,3,1,3,25
3,38,22,2,1,3,49
3,38,22,2,1,3,41
3,38,22,2,5,3,43
3,38,22,3,1,3,25
3,38,22,2,1,3,35
3,38,22,3,1,3,18
3,38,22,2,5,3,51
3,38,22,3,1,3,11
3,38,22,1,1,3,6
3,38,22,3,5,3,22
3,38,22,1,1,3,8
3,38,22,1,1,3,12
3,38,22,3,1,3,21
3,38,22,1,5,3,8
3,38,22,3,1,3,47
3,38,22,3,1,3,17
3,38,22,1,5,3,4
3,38,22,3,1,3,25
3,38,22,2,11,3,61
3,38,22,3,1,3,36
1,45,13,3,1,1,16
1,45,13,3,1,1,19
1,45,13,1,1,1,3
1,45,13,3,1,1,15
1,45,13,2,1,1,11
1,45,13,3,5,1,13
1,45,13,2,1,1,12
1,45,13,3,1,1,11
1,45,13,2,1,1,9
1,45,13,3,1,1,16
1,45,13,3,1,1,10
1,45,13,3,1,1,8
1,45,13,2,1,1,5
1,45,13,3,1,1,8
1,45,13,3,1,1,15
1,45,13,3,1,1,16
1,45,13,1,5,1,8
1,45,13,3,5,1,1
1,45,13,3,5,1,18
1,45,13,1,10,1,11
1,45,13,2,1,1,25
1,45,13,3,1,1,18
1,45,13,3,5,1,24
1,45,13,3,1,1,2
1,45,13,1,1,1,8
1,45,13,3,1,1,18
1,45,13,3,5,1,27
1,45,13,3,1,1,31
1,45,13,2,1,1,17
1,45,13,1,5,1,10
1,45,13,3,1,1,4
1,45,13,1,5,1,1
1,45,13,3,5,1,17
1,45,13,3,5,1,27
1,45,13,1,1,1,4
1,45,13,1,5,1,18
1,45,13,2,1,1,11
1,45,13,1,5,1,8
1,45,13,3,1,1,16
1,45,13,1,1,1,13
1,45,13,2,1,1,26
1,45,13,3,1,1,1
2,58,18,1,1,1,6
2,58,18,3,1,1,12
2,58,18,3,5,1,27
2,58,18,3,1,1,14
2,58,18,3,1,1,25
2,58,18,3,1,1,10
2,58,18,3,1,1,23
2,58,18,1,5,1,9
2,58,18,2,9,1,35
2,58,18,3,5,1,32
2,58,18,2,1,1,17
2,58,18,3,11,1,30
2,58,18,2,1,1,6
2,58,18,3,1,1,8
2,58,18,3,1,1,17
2,58,18,3,1,1,9
2,58,18,1,1,1,1
2,58,18,3,5,1,19
2,58,18,3,1,1,25
2,58,18,1,1,1,3
2,58,18,2,5,1,25
2,58,18,3,5,1,10
2,58,18,3,5,1,8
2,58,18,1,1,1,5
2,58,18,3,5,1,9
2,58,18,1,1,1,2
2,58,18,2,1,1,18
2,58,18,3,1,1,9
2,58,18,1,1,1,13
2,58,18,2,1,1,25
2,58,18,2,1,1,12
2,58,18,2,1,1,37
2,58,18,3,11,1,2
2,58,18,1,5,1,3
2,58,18,2,1,1,8
2,58,18,3,1,1,2
2,58,18,2,5,1,23
2,58,18,3,5,1,8
3,58,17,3,1,1,9
3,58,17,3,1,1,13
3,58,17,3,1,1,21
3,58,17,2,1,1,31
3,58,17,3,1,1,18
3,58,17,3,5,1,4
3,58,17,3,1,1,2
3,58,17,3,5,1,11
3,58,17,3,1,1,14
3,58,17,2,1,1,27
3,58,17,2,5,1,37
3,58,17,2,1,1,22
3,58,17,3,1,1,33
3,58,17,3,1,1,16
3,58,17,1,1,1,16
3,58,17,3,5,1,16
3,58,17,3,5,1,37
3,58,17,3,1,1,23
3,58,17,3,1,1,9
3,58,17,3,1,1,15
3,58,17,2,1,1,28
3,58,17,2,1,1,39
3,58,17,1,5,1,26
3,58,17,3,10,1,31
3,58,17,1,1,1,6
3,58,17,3,1,1,7
3,58,17,3,1,1,25
3,58,17,1,1,1,2
3,58,17,3,1,1,17
3,58,17,3,1,1,23
3,58,17,3,5,1,27
3,58,17,1,1,1,3
3,58,17,2,1,1,21
3,58,17,3,1,1,23
3,58,17,3,1,1,24
3,58,17,3,2,1,26
3,58,17,3,5,1,28
3,58,17,2,2,1,26
3,58,17,3,1,1,15
3,58,17,1,1,1,4
3,58,17,3,1,1,18
3,58,17,3,1,1,13
3,58,17,2,1,1,27
1,48,23,3,1,3,16
1,48,23,2,5,3,34
1,48,23,3,11,3,27
1,48,23,2,1,3,12
1,48,23,2,1,3,37
1,48,23,3,11,3,20
1,48,23,2,1,3,28
1,48,23,1,5,3,27
1,48,23,3,5,3,17
1,48,23,2,1,3,34
1,48,23,3,1,3,3
1,48,23,1,5,3,19
1,48,23,3,5,3,9
1,48,23,3,11,3,22
1,48,23,2,1,3,48
1,48,23,2,11,3,30
1,48,23,3,1,3,8
1,48,23,3,5,3,26
1,48,23,2,1,3,32
1,48,23,3,5,3,29
1,48,23,1,11,3,15
1,48,23,3,1,3,38
1,48,23,3,1,3,27
1,48,23,3,1,3,23
1,48,23,3,5,3,19
1,48,23,3,1,3,2
1,48,23,2,5,3,38
1,48,23,3,1,3,11
1,48,23,2,2,3,23
1,48,23,2,5,3,31
1,48,23,2,5,3,24
1,48,23,2,5,3,24
1,48,23,2,1,3,33
1,48,23,3,11,3,27
1,48,23,3,5,3,31
1,48,23,3,1,3,36
1,48,23,3,11,3,17
1,48,23,1,6,3,23
1,48,23,1,5,3,24
1,48,23,3,1,3,28
1,48,23,3,1,3,15
1,48,23,1,5,3,19
1,48,23,1,11,3,8
1,48,23,3,1,3,35
1,48,23,3,1,3,17
1,48,23,3,11,3,17
1,48,23,3,11,3,17
1,48,23,3,7,3,25
1,48,23,3,5,3,29
1,48,23,3,5,3,25
1,48,23,3,11,3,10
1,48,23,1,1,3,9
1,48,23,3,2,3,24
1,48,23,3,1,3,31
1,48,23,2,1,3,43
1,48,23,2,11,3,34
1,48,23,2,11,3,39
1,48,23,3,11,3,42
1,48,23,1,1,3,8
1,48,23,2,1,3,6
1,48,23,1,1,3,10
1,48,23,3,1,3,12
1,48,23,2,5,3,26
1,48,23,2,1,3,23
1,48,23,2,1,3,29
2,42,15,1,5,3,8
2,42,15,1,5,3,17
2,42,15,3,1,3,22
2,42,15,3,5,3,26
2,42,15,3,5,3,15
2,42,15,1,5,3,5
2,42,15,1,5,3,16
2,42,15,3,7,3,45
2,42,15,1,1,3,6
2,42,15,3,1,3,10
2,42,15,3,5,3,19
2,42,15,3,5,3,15
2,42,15,2,1,3,43
2,42,15,1,5,3,9
2,42,15,3,7,3,30
2,42,15,1,5,3,6
2,42,15,1,1,3,12
2,42,15,1,1,3,13
2,42,15,3,5,3,22
2,42,15,3,1,3,10
2,42,15,1,5,3,13
2,42,15,1,5,3,19
2,42,15,1,5,3,3
2,42,15,1,5,3,12
2,42,15,3,1,3,10
2,42,15,3,5,3,13
2,42,15,3,1,3,42
2,42,15,3,11,3,12
2,42,15,1,11,3,24
2,42,15,2,5,3,18
2,42,15,3,5,3,40
2,42,15,2,1,3,41
2,42,15,3,5,3,19
2,42,15,3,5,3,19
2,42,15,3,5,3,24
2,42,15,3,1,3,10
2,42,15,3,1,3,31
2,42,15,2,1,3,60
2,42,15,1,5,3,6
2,42,15,2,1,3,35
2,42,15,3,5,3,25
2,42,15,3,5,3,28
2,42,15,1,5,3,9
2,42,15,1,5,3,6
2,42,15,3,2,3,25
2,42,15,2,1,3,37
2,42,15,1,1,3,38
2,42,15,3,1,3,22
2,42,15,3,11,3,24
2,42,15,2,1,3,39
2,42,15,3,1,3,9
2,42,15,2,11,3,39
2,42,15,2,2,3,50
2,42,15,3,5,3,10
2,42,15,3,5,3,36
2,42,15,3,5,3,20
3,42,20,3,1,3,16
3,42,20,3,5,3,21
3,42,20,3,1,3,18
3,42,20,1,5,3,7
3,42,20,3,11,3,26
3,42,20,2,5,3,28
3,42,20,2,5,3,30
3,42,20,1,5,3,18
3,42,20,1,1,3,16
3,42,20,3,5,3,17
3,42,20,3,11,3,32
3,42,20,3,11,3,45
3,42,20,3,5,3,4
3,42,20,3,1,3,26
3,42,20,1,1,3,16
3,42,20,1,5,3,10
3,42,20,3,2,3,31
3,42,20,1,5,3,7
3,42,20,1,1,3,13
3,42,20,2,11,3,48
3,42,20,3,1,3,19
3,42,20,3,5,3,19
3,42,20,3,1,3,21
3,42,20,3,11,3,22
3,42,20,3,1,3,39
3,42,20,2,5,3,19
3,42,20,3,1,3,32
3,42,20,3,1,3,28
3,42,20,1,1,3,4
3,42,20,2,1,3,47
3,42,20,3,1,3,35
3,42,20,3,8,3,21
3,42,20,1,1,3,9
3,42,20,1,1,3,15
3,42,20,2,1,3,23
3,42,20,3,1,3,33
3,42,20,3,5,3,54
3,42,20,3,1,3,27
3,42,20,3,5,3,18
3,42,20,3,5,3,19
3,42,20,3,1,3,17
3,42,20,3,1,3,27
3,42,20,3,5,3,10
3,42,20,2,1,3,40
3,42,20,3,1,3,2
3,42,20,3,11,3,23
3,42,20,2,5,3,25
3,42,20,3,11,3,7
3,42,20,2,5,3,31
3,42,20,3,1,3,16
3,42,20,3,5,3,14
3,42,20,1,1,3,29
3,42,20,3,5,3,14
3,42,20,2,1,3,28
3,42,20,1,5,3,16
3,42,20,3,1,3,21
3,42,20,3,7,3,16
3,42,20,2,11,3,29
3,42,20,1,1,3,14
3,42,20,2,1,3,46
3,42,20,3,5,3,14
1,24,16,1,11,2,21
1,24,16,3,11,2,5
1,24,16,3,5,2,20
1,24,16,3,1,2,16
1,24,16,3,1,2,6
1,24,16,2,1,2,39
1,24,16,2,5,2,34
1,24,16,3,5,2,24
1,24,16,1,1,2,4
1,24,16,3,1,2,16
1,24,16,3,11,2,23
1,24,16,2,1,2,18
1,24,16,3,5,2,19
1,24,16,2,1,2,22
1,24,16,2,11,2,51
1,24,16,2,1,2,46
1,24,16,3,5,2,32
1,24,16,2,1,2,35
1,24,16,1,11,2,23
1,24,16,2,11,2,46
1,24,16,3,6,2,21
1,24,16,3,5,2,14
1,24,16,3,1,2,38
1,24,16,2,11,2,33
1,24,16,1,5,2,4
1,24,16,2,9,2,44
1,24,16,3,1,2,25
1,24,16,1,2,2,31
1,24,16,3,1,2,22
1,24,16,2,5,2,17
1,24,16,3,1,2,17
1,24,16,2,1,2,15
1,24,16,1,11,2,11
1,24,16,3,1,2,2
1,24,16,2,1,2,43
1,24,16,3,1,2,18
1,24,16,3,1,2,28
1,24,16,3,1,2,1
1,24,16,2,11,2,12
1,24,16,2,1,2,24
2,28,19,3,5,2,18
2,28,19,3,11,2,14
2,28,19,2,1,2,41
2,28,19,3,1,2,8
2,28,19,3,5,2,5
2,28,19,3,1,2,21
2,28,19,2,1,2,46
2,28,19,3,5,2,4
2,28,19,3,1,2,8
2,28,19,3,5,2,28
2,28,19,3,7,2,34
2,28,19,3,11,2,14
2,28,19,2,1,2,39
2,28,19,3,1,2,8
2,28,19,2,1,2,44
2,28,19,2,1,2,22
2,28,19,2,11,2,57
2,28,19,3,5,2,7
2,28,19,3,1,2,3
2,28,19,2,2,2,50
2,28,19,3,1,2,24
2,28,19,1,1,2,14
2,28,19,2,5,2,22
2,28,19,2,1,2,45
2,28,19,2,1,2,2
2,28,19,2,1,2,12
2,28,19,3,5,2,21
2,28,19,3,1,2,18
2,28,19,1,5,2,3
2,28,19,3,11,2,38
2,28,19,1,5,2,4
2,28,19,3,1,2,28
2,28,19,3,7,2,32
2,28,19,3,5,2,12
2,28,19,3,1,2,15
2,28,19,1,11,2,12
2,28,19,3,11,2,9
2,28,19,2,7,2,55
2,28,19,3,1,2,8
2,28,19,3,1,2,7
3,28,31,2,11,2,17
3,28,31,2,9,2,42
3,28,31,3,1,2,28
3,28,31,3,1,2,34
3,28,31,3,1,2,19
3,28,31,1,5,2,10
3,28,31,1,11,2,9
3,28,31,3,1,2,44
3,28,31,2,1,2,40
3,28,31,3,1,2,3
3,28,31,3,5,2,22
3,28,31,3,1,2,32
3,28,31,2,1,2,35
3,28,31,3,5,2,25
3,28,31,2,1,2,40
3,28,31,2,7,2,48
3,28,31,1,1,2,6
3,28,31,1,5,2,12
3,28,31,3,1,2,31
3,28,31,3,9,2,32
3,28,31,3,1,2,13
3,28,31,2,1,2,2
3,28,31,3,5,2,31
3,28,31,2,5,2,53
3,28,31,3,11,2,26
3,28,31,2,1,2,50
3,28,31,3,1,2,24
3,28,31,2,1,2,20
3,28,31,3,1,2,39
3,28,31,1,1,2,2
3,28,31,1,5,2,25
3,28,31,2,1,2,53
3,28,31,3,1,2,31
3,28,31,1,5,2,13
3,28,31,2,1,2,19
3,28,31,3,1,2,17
3,28,31,2,5,2,22
3,28,31,3,5,2,26
3,28,31,2,7,2,33
3,28,31,3,1,2,32
3,28,31,2,5,2,47
3,28,31,2,1,2,16
3,28,31,2,1,2,43
3,28,31,2,1,2,29
3,28,31,1,5,2,8
3,28,31,3,11,2,36
3,28,31,3,1,2,34
3,28,31,3,1,2,5
3,28,31,3,1,2,17
3,28,31,3,1,2,24
3,28,31,2,11,2,45
3,28,31,3,1,2,9
3,28,31,2,6,2,31
3,28,31,3,1,2,24
3,28,31,2,1,2,47
3,28,31,1,11,2,18
3,28,31,3,1,2,11
3,28,31,3,5,2,20
3,28,31,3,1,2,27
3,28,31,2,1,2,36
3,28,31,3,5,2,36
3,28,31,3,5,2,9
3,28,31,3,1,2,29
3,28,31,1,5,2,11
3,28,31,2,1,2,23
3,28,31,3,8,2,27
3,67,9,3,1,1,34
3,67,9,3,5,1,11
3,67,9,3,1,1,21
3,67,9,1,1,1,8
3,67,9,1,1,1,4
3,67,9,3,5,1,16
3,67,9,1,5,1,26
3,67,9,1,5,1,2
3,67,9,2,5,1,17
3,67,9,3,1,1,20
3,67,9,3,5,1,16
3,67,9,3,5,1,19
3,67,9,1,2,1,8
3,67,9,1,1,1,5
3,67,9,3,5,1,15
3,67,9,3,5,1,11
3,67,9,3,5,1,8
3,67,9,3,5,1,16
3,67,9,1,5,1,6
3,67,9,2,2,1,42
3,67,9,3,9,1,42
3,67,9,3,5,1,28
3,67,9,1,5,1,15
3,67,9,3,5,1,25
3,67,9,3,7,1,28
3,67,9,3,1,1,22
3,67,9,3,5,1,18
3,67,9,1,5,1,6
3,67,9,3,1,1,14
3,67,9,3,1,1,18
3,67,9,1,5,1,25
3,67,9,3,1,1,4
3,67,9,1,11,1,3
3,67,9,1,5,1,4
3,67,9,3,5,1,21
3,67,9,2,1,1,30
1,14,38,2,1,1,14
1,14,38,3,1,1,36
1,14,38,3,1,1,16
1,14,38,3,1,1,27
1,14,38,1,1,1,7
1,14,38,3,1,1,30
1,14,38,1,1,1,8
1,14,38,3,1,1,28
1,14,38,3,5,1,26
1,14,38,3,1,1,9
1,14,38,1,1,1,12
1,14,38,3,1,1,14
1,14,38,2,1,1,31
1,14,38,2,1,1,27
1,14,38,2,1,1,26
1,14,38,2,1,1,29
1,14,38,2,1,1,34
1,14,38,3,1,1,2
1,14,38,2,1,1,37
1,14,38,3,8,1,12
1,14,38,3,1,1,12
1,14,38,3,1,1,25
1,14,38,2,1,1,23
1,14,38,2,1,1,32
1,14,38,2,1,1,24
1,14,38,2,1,1,42
1,14,38,1,5,1,8
1,14,38,3,1,1,28
1,14,38,1,1,1,8
1,14,38,3,1,1,39
1,14,38,3,1,1,32
1,14,38,2,1,1,40
1,14,38,3,1,1,20
1,14,38,2,1,1,17
1,14,38,3,1,1,6
1,14,38,2,1,1,41
1,14,38,3,7,1,31
1,14,38,2,1,1,36
1,14,38,3,1,1,22
1,14,38,3,1,1,6
1,14,38,2,1,1,37
1,14,38,2,1,1,34
1,14,38,2,1,1,31
1,14,38,3,1,1,22
1,14,38,2,1,1,28
1,14,38,3,1,1,25
1,14,38,3,1,1,21
1,14,38,2,1,1,25
1,14,38,3,1,1,25
1,14,38,2,1,1,42
1,14,38,1,1,1,15
1,14,38,2,1,1,18
1,14,38,3,1,1,2
1,14,38,2,1,1,39
1,14,38,2,1,1,31
1,14,38,2,1,1,46
1,14,38,2,1,1,42
1,14,38,3,1,1,21
1,14,38,2,1,1,30
1,14,38,3,1,1,23
1,14,38,2,1,1,18
1,14,38,2,9,1,48
1,14,38,2,1,1,33
1,14,38,3,1,1,14
1,14,38,2,1,1,43
1,14,38,2,1,1,28
1,14,38,2,11,1,31
1,14,38,3,1,1,33
1,14,38,3,1,1,21
1,14,38,3,1,1,32
1,14,38,3,1,1,14
1,14,38,2,1,1,24
1,14,38,3,1,1,23
1,14,38,2,1,1,35
1,14,38,2,1,1,26
1,14,38,1,5,1,14
1,14,38,2,1,1,36
1,14,38,3,1,1,20
1,14,38,2,1,1,32
1,14,38,3,1,1,38
1,14,38,2,1,1,24
1,14,38,3,1,1,8
1,14,38,2,1,1,34
1,14,38,3,1,1,26
1,14,38,2,1,1,32
1,14,38,2,1,1,34
1,14,38,2,1,1,22
1,14,38,3,1,1,32
1,14,38,3,1,1,9
1,14,38,2,1,1,21
1,14,38,3,1,1,1
1,14,38,3,1,1,24
2,19,30,3,1,1,30
2,19,30,2,1,1,26
2,19,30,3,1,1,24
2,19,30,3,1,1,16
2,19,30,2,1,1,24
2,19,30,3,1,1,3
2,19,30,3,1,1,31
2,19,30,3,1,1,20
2,19,30,3,1,1,23
2,19,30,2,1,1,35
2,19,30,3,1,1,2
2,19,30,3,1,1,24
2,19,30,1,1,1,12
2,19,30,1,1,1,31
2,19,30,3,1,1,1
2,19,30,2,1,1,22
2,19,30,2,1,1,31
2,19,30,2,1,1,15
2,19,30,2,1,1,37
2,19,30,3,1,1,27
2,19,30,3,1,1,23
2,19,30,3,1,1,26
2,19,30,2,1,1,32
2,19,30,3,1,1,15
2,19,30,2,1,1,25
2,19,30,3,1,1,5
2,19,30,3,1,1,6
2,19,30,2,1,1,16
2,19,30,2,1,1,23
2,19,30,2,1,1,37
2,19,30,3,1,1,33
2,19,30,1,1,1,4
2,19,30,3,1,1,31
2,19,30,2,1,1,19
2,19,30,2,1,1,23
2,19,30,2,1,1,25
2,19,30,3,1,1,30
2,19,30,2,1,1,25
2,19,30,3,1,1,23
2,19,30,2,1,1,22
2,19,30,3,1,1,28
2,19,30,2,1,1,27
2,19,30,3,1,1,14
2,19,30,3,1,1,15
2,19,30,2,1,1,1
2,19,30,2,1,1,24
2,19,30,3,1,1,22
2,19,30,2,5,1,23
2,19,30,3,1,1,11
2,19,30,3,1,1,21
2,19,30,3,1,1,11
2,19,30,2,1,1,19
2,19,30,1,1,1,5
2,19,30,3,9,1,27
2,19,30,1,1,1,24
2,19,30,3,1,1,30
2,19,30,2,1,1,30
2,19,30,2,5,1,21
2,19,30,2,1,1,26
2,19,30,3,1,1,21
2,19,30,3,1,1,4
2,19,30,3,1,1,38
2,19,30,1,1,1,15
2,19,30,2,1,1,28
2,19,30,3,1,1,34
2,19,30,3,1,1,12
2,19,30,1,1,1,14
2,19,30,3,1,1,18
3,19,31,3,1,1,36
3,19,31,3,1,1,27
3,19,31,3,1,1,15
3,19,31,1,1,1,8
3,19,31,3,1,1,19
3,19,31,3,1,1,19
3,19,31,3,1,1,16
3,19,31,3,1,1,21
3,19,31,3,1,1,22
3,19,31,2,1,1,20
3,19,31,3,1,1,25
3,19,31,2,1,1,26
3,19,31,2,1,1,30
3,19,31,3,1,1,26
3,19,31,3,1,1,26
3,19,31,3,5,1,27
3,19,31,2,1,1,21
3,19,31,3,1,1,1
3,19,31,3,1,1,28
3,19,31,2,1,1,24
3,19,31,3,1,1,5
3,19,31,3,1,1,22
3,19,31,3,1,1,18
3,19,31,3,1,1,23
3,19,31,2,1,1,39
3,19,31,2,1,1,34
3,19,31,3,1,1,15
3,19,31,3,1,1,6
3,19,31,1,1,1,20
3,19,31,3,1,1,23
3,19,31,3,1,1,29
3,19,31,2,1,1,12
3,19,31,3,1,1,14
3,19,31,3,1,1,20
3,19,31,2,1,1,4
3,19,31,3,1,1,22
3,19,31,3,1,1,16
3,19,31,2,1,1,24
3,19,31,3,5,1,10
3,19,31,3,7,1,27
3,19,31,3,1,1,30
3,19,31,3,1,1,15
3,19,31,3,1,1,34
3,19,31,2,1,1,22
3,19,31,3,1,1,34
3,19,31,2,1,1,26
3,19,31,3,1,1,17
3,19,31,3,1,1,10
3,19,31,2,1,1,36
3,19,31,3,1,1,29
3,19,31,3,1,1,30
3,19,31,3,1,1,23
3,19,31,2,1,1,24
3,19,31,3,1,1,18
3,19,31,2,9,1,28
3,19,31,1,6,1,29
3,19,31,3,1,1,21
3,19,31,3,1,1,26
3,19,31,3,1,1,36
3,19,31,3,7,1,27
3,19,31,3,1,1,25
3,19,31,1,1,1,4
3,19,31,2,1,1,22
3,19,31,2,1,1,25
3,19,31,3,1,1,31
3,19,31,3,1,1,25
3,19,31,2,1,1,20
3,19,31,2,1,1,29
3,19,31,3,1,1,25
3,19,31,2,1,1,30
3,19,31,2,7,1,32
3,19,31,2,1,1,36
3,19,31,1,1,1,22
3,19,31,2,1,1,24
3,19,31,3,1,1,26
3,19,31,2,1,1,31
3,19,31,3,1,1,4
3,19,31,3,1,1,17
3,19,31,2,1,1,20
3,19,31,2,1,1,27
3,19,31,3,1,1,13
3,19,31,3,1,1,39
3,19,31,3,1,1,30
3,19,31,2,1,1,24
3,19,31,1,1,1,10
3,19,31,2,1,1,15
3,19,31,3,1,1,31
3,19,31,2,1,1,29
3,19,31,2,1,1,34
3,19,31,2,1,1,19
3,19,31,1,1,1,5
1,22,22,3,1,2,33
1,22,22,3,1,2,26
1,22,22,3,6,2,13
1,22,22,3,1,2,25
1,22,22,2,1,2,22
1,22,22,2,5,2,23
1,22,22,3,1,2,15
1,22,22,3,5,2,17
1,22,22,2,1,2,52
1,22,22,3,6,2,16
1,22,22,3,1,2,1
1,22,22,3,1,2,16
1,22,22,3,5,2,24
1,22,22,3,1,2,9
1,22,22,2,1,2,34
1,22,22,3,1,2,15
1,22,22,1,1,2,2
1,22,22,1,1,2,1
1,22,22,2,1,2,32
1,22,22,2,1,2,34
1,22,22,1,5,2,9
1,22,22,2,1,2,41
1,22,22,1,4,2,32
1,22,22,1,1,2,17
1,22,22,2,5,2,31
1,22,22,3,11,2,28
1,22,22,3,1,2,17
1,22,22,1,1,2,13
1,22,22,3,5,2,29
1,22,22,3,5,2,19
1,22,22,2,1,2,35
1,22,22,2,1,2,49
1,22,22,2,1,2,54
1,22,22,3,5,2,18
1,22,22,3,1,2,27
1,22,22,3,1,2,20
1,22,22,2,1,2,19
1,22,22,1,1,2,12
1,22,22,3,1,2,30
1,22,22,3,1,2,14
1,22,22,3,1,2,31
1,22,22,3,1,2,16
1,22,22,2,1,2,41
1,22,22,3,5,2,22
1,22,22,3,1,2,14
1,22,22,3,1,2,21
1,22,22,2,1,2,42
1,22,22,3,1,2,12
1,22,22,3,1,2,38
1,22,22,3,1,2,31
1,22,22,3,8,2,7
1,22,22,2,1,2,36
2,57,23,3,1,2,41
2,57,23,1,5,2,19
2,57,23,3,1,2,36
2,57,23,1,1,2,3
2,57,23,3,1,2,31
2,57,23,3,5,2,4
2,57,23,3,1,2,29
2,57,23,2,5,2,27
2,57,23,3,1,2,11
2,57,23,2,1,2,31
2,57,23,1,5,2,12
2,57,23,3,1,2,8
2,57,23,3,1,2,12
2,57,23,1,1,2,4
2,57,23,2,1,2,16
2,57,23,3,11,2,1
2,57,23,1,1,2,6
2,57,23,3,1,2,44
2,57,23,2,4,2,18
2,57,23,3,9,2,34
2,57,23,1,1,2,5
2,57,23,1,5,2,7
2,57,23,3,1,2,36
2,57,23,3,1,2,15
2,57,23,3,5,2,4
2,57,23,1,10,2,1
2,57,23,3,1,2,3
2,57,23,3,1,2,36
2,57,23,1,1,2,2
2,57,23,3,1,2,2
2,57,23,3,1,2,35
2,57,23,3,1,2,34
2,57,23,3,1,2,37
2,57,23,1,1,2,20
2,57,23,1,4,2,14
2,57,23,1,1,2,3
2,57,23,2,1,2,45
2,57,23,3,5,2,1
2,57,23,3,1,2,23
2,57,23,1,5,2,19
2,57,23,2,1,2,17
2,57,23,2,1,2,25
2,57,23,2,8,2,26
2,57,23,2,1,2,20
